icr01.sn8,console,SN8-0100-0101-01C0,0/2/11
icr02.sn8,console,SN8-0100-0101-01C0,0/2/12
icr01.mnz21,console,MNZ21-0100-0101-01C0,0/2/11
icr02.mnz21,console,MNZ21-0100-0101-01C0,0/2/12
