#Version: 1.2
#Fields: StartDevice,StartPort,EndDevice,EndPort,LinkSpeed
AMS30-0100-0002-01SW,Ethernet4/11/1,DUB07-0100-0002-01SW,Ethernet4/3/1,100000
AMS30-0100-0002-01SW,Ethernet4/15/1,DUB07-0100-0002-01SW,Ethernet4/4/1,100000
AMS30-0100-0002-01SW,Ethernet3/16/1,DUB07-0100-0002-01SW,Ethernet4/5/1,100000
AMS30-0100-0002-01SW,Ethernet7/1/1,FRA21-0100-0002-01SW,Ethernet5/1/1,200000
AMS30-0100-0002-01SW,Ethernet7/2/1,FRA21-0100-0002-01SW,Ethernet5/2/1,200000
AMS30-0100-0002-01SW,Ethernet5/3/1,FRA21-0100-0002-01SW,Ethernet6/1/1,200000
AMS30-0100-0002-01SW,Ethernet5/4/1,FRA21-0100-0002-01SW,Ethernet6/2/1,200000
AMS30-0100-0002-01SW,Ethernet3/19/1,HEL01-0100-0001-02SW,Ethernet3/4/1,100000
AMS30-0100-0002-01SW,Ethernet4/19/1,HEL01-0100-0001-02SW,Ethernet4/4/1,100000
AMS30-0100-0002-01SW,Ethernet3/18/1,HEL01-0100-0002-02SW,Ethernet3/4/1,100000
AMS30-0100-0002-01SW,Ethernet4/18/1,HEL01-0100-0002-02SW,Ethernet4/4/1,100000
AMS30-0100-0002-01SW,Ethernet6/1/1,LON22-0100-0002-01SW,Ethernet5/3/1,200000
AMS30-0100-0002-01SW,Ethernet6/2/1,LON22-0100-0002-01SW,Ethernet5/4/1,200000
AMS30-0100-0002-01SW,Ethernet5/1/1,LON22-0100-0002-01SW,Ethernet7/1/1,200000
AMS30-0100-0002-01SW,Ethernet5/2/1,LON22-0100-0002-01SW,Ethernet7/2/1,200000
AMS30-312-01OPP,null-1,AMS30-0100-0001-01SW,Ethernet5/3/1,0
AMS30-312-01OPP,null-2,AMS30-0100-0001-01SW,Ethernet5/4/1,0
AMS30-312-01OPP,null-3,AMS30-0100-0001-01SW,Ethernet7/1/1,0
AMS30-312-01OPP,null-4,AMS30-0100-0001-01SW,Ethernet7/2/1,0
AMS30-312-01OPP,null-5,AMS30-0100-0002-01SW,Ethernet5/3/1,0
AMS30-312-01OPP,null-6,AMS30-0100-0002-01SW,Ethernet5/4/1,0
AMS30-312-01OPP,null-7,AMS30-0100-0002-01SW,Ethernet7/1/1,0
AMS30-312-01OPP,null-8,AMS30-0100-0002-01SW,Ethernet7/2/1,0
AMS30-312-01OPP,null-9,ibr01.ams30,0/2/0/0,0
AMS30-312-01OPP,null-10,ibr01.ams30,0/2/0/1,0
AMS30-312-01OPP,null-17,ibr01.ams30,0/2/0/5,0
AMS30-312-01OPP,null-13,ibr01.ams30,0/3/0/0,0
AMS30-312-01OPP,null-14,ibr01.ams30,0/3/0/1,0
AMS30-312-01OPP,null-11,ibr02.ams30,0/2/0/0,0
AMS30-312-01OPP,null-12,ibr02.ams30,0/2/0/1,0
AMS30-312-01OPP,null-19,ibr02.ams30,0/2/0/5,0
AMS30-312-01OPP,null-15,ibr02.ams30,0/3/0/0,0
AMS30-312-01OPP,null-16,ibr02.ams30,0/3/0/1,0
AMS30-332-01OLT,1/5/5-In_6-Out,AMS30-0100-0001-01SW,Ethernet5/5/1,0
AMS30-332-01OLT,1/5/7-In_8-Out,AMS30-0100-0001-01SW,Ethernet5/6/1,0
AMS30-332-01OLT,1/5/9-In_10-Out,AMS30-0100-0001-01SW,Ethernet6/3/1,0
AMS30-332-01OLT,1/5/11-In_12-Out,AMS30-0100-0001-01SW,Ethernet6/4/1,0
AMS30-332-01OLT,1/5/13-In_14-Out,AMS30-0100-0001-01SW,Ethernet7/3/1,0
AMS30-332-01OLT,1/5/15-In_16-Out,AMS30-0100-0001-01SW,Ethernet7/4/1,0
AMS30-332-01OLT,1/5/17-In_18-Out,AMS30-0100-0002-01SW,Ethernet5/5/1,0
AMS30-332-01OLT,1/5/19-In_20-Out,AMS30-0100-0002-01SW,Ethernet5/6/1,0
AMS30-332-01OLT,1/5/21-In_22-Out,AMS30-0100-0002-01SW,Ethernet6/3/1,0
AMS30-332-01OLT,1/5/23-In_24-Out,AMS30-0100-0002-01SW,Ethernet6/4/1,0
AMS30-332-01OLT,1/6/1-In_2-Out,AMS30-0100-0002-01SW,Ethernet7/3/1,0
AMS30-332-01OLT,1/6/3-In_4-Out,AMS30-0100-0002-01SW,Ethernet7/4/1,0
AMS30-332-01OLT,1/6/17-In_18-Out,ibr01.ams30,0/2/0/2,0
AMS30-332-01OLT,1/6/19-In_20-Out,ibr01.ams30,0/2/0/3,0
AMS30-332-01OLT,1/6/21-In_22-Out,ibr01.ams30,0/3/0/2,0
AMS30-332-01OLT,1/6/23-In_24-Out,ibr01.ams30,0/3/0/3,0
AMS30-332-01OLT,1/7/1-In_2-Out,ibr01.ams30,0/4/0/0,0
AMS30-332-01OLT,1/7/3-In_4-Out,ibr01.ams30,0/4/0/1,0
AMS30-332-01OLT,1/6/5-In_6-Out,ibr02.ams30,0/2/0/2,0
AMS30-332-01OLT,1/6/7-In_8-Out,ibr02.ams30,0/2/0/3,0
AMS30-332-01OLT,1/6/9-In_10-Out,ibr02.ams30,0/3/0/2,0
AMS30-332-01OLT,1/6/11-In_12-Out,ibr02.ams30,0/3/0/3,0
AMS30-332-01OLT,1/6/13-In_14-Out,ibr02.ams30,0/4/0/0,0
AMS30-332-01OLT,1/6/15-In_16-Out,ibr02.ams30,0/4/0/1,0
AMS30-RTM01-01OMT,1/P24,icr01.ams30,et-0/0/8,0
AMS30-RTM01-01OMT,1/P20,icr01.ams30,et-8/1/7,0
AMS30-RTM01-01OMT,1/P21,icr01.ams30,et-9/1/7,0
AMS30-RTM01-01OMT,1/P25,icr02.ams30,et-0/0/6,0
AMS30-RTM01-01OMT,1/P22,icr02.ams30,et-8/1/7,0
AMS30-RTM01-01OMT,1/P23,icr02.ams30,et-9/1/7,0
AMS30-RTM03-01OMT,1/P20,icr01.ams30,et-8/1/6,0
AMS30-RTM03-01OMT,1/P21,icr01.ams30,et-9/1/6,0
AMS30-RTM03-01OMT,1/P22,icr02.ams30,et-8/1/6,0
AMS30-RTM03-01OMT,1/P23,icr02.ams30,et-9/1/6,0
AMS30-RTM05-01OMT,1/P32,AMS30-0100-0001-01SW,Ethernet10/27/1,0
AMS30-RTM05-01OMT,1/P34,AMS30-0100-0001-01SW,Ethernet10/28/1,0
AMS30-RTM05-01OMT,1/P28,AMS30-0100-0001-01SW,Ethernet9/27/1,0
AMS30-RTM05-01OMT,1/P30,AMS30-0100-0001-01SW,Ethernet9/28/1,0
AMS30-RTM05-01OMT,1/P33,AMS30-0100-0002-01SW,Ethernet10/27/1,0
AMS30-RTM05-01OMT,1/P35,AMS30-0100-0002-01SW,Ethernet10/28/1,0
AMS30-RTM05-01OMT,1/P29,AMS30-0100-0002-01SW,Ethernet9/27/1,0
AMS30-RTM05-01OMT,1/P31,AMS30-0100-0002-01SW,Ethernet9/28/1,0
AMS30-RTM05-01OMT,1/P20,icr01.ams30,et-8/1/1,0
AMS30-RTM05-01OMT,1/P22,icr01.ams30,et-8/1/2,0
AMS30-RTM05-01OMT,1/P21,icr01.ams30,et-9/1/1,0
AMS30-RTM05-01OMT,1/P23,icr01.ams30,et-9/1/2,0
AMS30-RTM05-01OMT,1/P24,icr02.ams30,et-8/1/1,0
AMS30-RTM05-01OMT,1/P26,icr02.ams30,et-8/1/2,0
AMS30-RTM05-01OMT,1/P25,icr02.ams30,et-9/1/1,0
AMS30-RTM05-01OMT,1/P27,icr02.ams30,et-9/1/2,0
ams-96c-1a,xe-9/0/1,ExtIsp-ams_96c_1a-AS3320,null-0,10000
ams-96c-1a,xe-1/1/4:2,lej20-96cbe-1a,xe-0/0/3,10000
ams-96c-1a,xe-2/1/5,msa-96cbe-1a,xe-0/0/2,10000
ams-96c-1a,xe-2/3/4,msa-96cbe-1a,xe-0/1/3,10000
ams-96c-1a,xe-4/3/3,msa-96cbe-1a,xe-1/0/2,10000
ams-96c-1a,xe-4/3/5,msa-96cbe-1a,xe-1/2/0,10000
ams-96c-1a,xe-2/3/5,msa-96cbe-1a,xe-7/0/2,10000
ams-96c-1a,xe-9/0/2,msa-96cbe-1a,xe-7/0/3,10000
ams-96c-1a,xe-2/2/2,msa-96cbe-1a,xe-8/0/1,10000
ams-96c-1a,xe-4/3/4,msa-96cbe-1a,xe-8/2/0,10000
ams-96c-1a,et-7/0/2,AMS-RTM03-01OMT,1/P20,0
ams-96c-1a,et-7/0/5,AMS-RTM03-01OMT,1/P21,0
ams-96c-1a,et-0/0/2,AMS-RTM04-01OMT,1/P20,0
ams-96c-1a,et-0/0/5,AMS-RTM04-01OMT,1/P21,0
ams-96c-1b,xe-1/1/4:3,ExtIsp-ams_96c_1b-AS174,null-0,10000
ams-96c-1b,xe-1/1/5:0,ExtIsp-ams_96c_1b-AS174,null-1,10000
ams-96c-1b,xe-11/2/4,ExtIsp-ams_96c_1b-AS174,null-2,10000
ams-96c-1b,xe-11/3/1,ExtIsp-ams_96c_1b-AS174,null-3,10000
ams-96c-1b,xe-9/0/1,ExtIsp-ams_96c_1b-AS174,null-4,10000
ams-96c-1b,xe-9/0/2,ExtIsp-ams_96c_1b-AS174,null-5,10000
ams-96c-1b,xe-1/1/2:3,ExtIsp-ams_96c_1b-AS3356,null-0,10000
ams-96c-1b,xe-10/1/1,ExtIsp-ams_96c_1b-AS3356,null-1,10000
ams-96c-1b,xe-2/3/0,ExtIsp-ams_96c_1b-AS3356,null-2,10000
ams-96c-1b,xe-9/3/0,ExtIsp-ams_96c_1b-AS3356,null-3,10000
ams-96c-1b,et-8/0/2,AMS-RTM03-01OMT,1/P22,0
ams-96c-1b,et-8/0/5,AMS-RTM03-01OMT,1/P23,0
ams-96c-1b,et-1/0/5,AMS-RTM04-01OMT,1/P22,0
ams-96c-1b,et-7/0/2,AMS-RTM04-01OMT,1/P23,0
ash-06gmr-cis-1,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-10/3/0,10000
ash-06gmr-cis-1,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-5/0/0,10000
ash-06gmr-cis-1,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-10/0/1,10000
ash-06gmr-cis-1,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-4/0/1,10000
ash-06gmr-cis-10,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-3/1/2:2,10000
ash-06gmr-cis-10,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-3/1/2:3,10000
ash-06gmr-cis-10,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-3/1/2:2,10000
ash-06gmr-cis-10,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-3/1/2:3,10000
ash-06gmr-cis-11,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-3/1/3:0,10000
ash-06gmr-cis-11,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-3/1/3:1,10000
ash-06gmr-cis-11,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-3/1/3:2,10000
ash-06gmr-cis-11,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-3/1/3:3,10000
ash-06gmr-cis-12,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-3/1/3:2,10000
ash-06gmr-cis-12,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-3/1/3:3,10000
ash-06gmr-cis-12,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-3/1/4:0,10000
ash-06gmr-cis-12,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-3/1/4:1,10000
ash-06gmr-cis-13,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-5/1/0,10000
ash-06gmr-cis-13,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-5/1/2,10000
ash-06gmr-cis-13,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-4/3/4,10000
ash-06gmr-cis-13,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-4/3/5,10000
ash-06gmr-cis-13,console,ash-39x-oob-1,2/16,9600
ash-06gmr-cis-14,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-5/1/1,10000
ash-06gmr-cis-14,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-5/1/3,10000
ash-06gmr-cis-14,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-4/3/2,10000
ash-06gmr-cis-14,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-4/3/3,10000
ash-06gmr-cis-14,console,ash-39x-oob-1,2/17,9600
ash-06gmr-cis-2,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-4/2/1,10000
ash-06gmr-cis-2,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-5/0/5,10000
ash-06gmr-cis-2,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-5/0/3,10000
ash-06gmr-cis-2,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-5/1/0,10000
ash-06gmr-cis-3,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-3/3/3,10000
ash-06gmr-cis-3,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-4/0/3,10000
ash-06gmr-cis-3,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-1/0/3,10000
ash-06gmr-cis-3,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-3/3/1,10000
ash-06gmr-cis-4,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-2/0/2,10000
ash-06gmr-cis-4,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-3/3/1,10000
ash-06gmr-cis-4,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-3/3/3,10000
ash-06gmr-cis-4,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-4/0/3,10000
ash-06gmr-cis-5,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-3/1/2,10000
ash-06gmr-cis-5,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-9/2/3,10000
ash-06gmr-cis-5,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-10/2/3,10000
ash-06gmr-cis-5,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-11/2/1,10000
ash-06gmr-cis-6,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-10/0/0:0,10000
ash-06gmr-cis-6,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-8/1/4:3,10000
ash-06gmr-cis-6,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-10/0/0:2,10000
ash-06gmr-cis-6,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-7/1/0:3,10000
ash-06gmr-cis-7,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-0/2/5,10000
ash-06gmr-cis-7,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-10/2/4,10000
ash-06gmr-cis-7,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-8/3/5,10000
ash-06gmr-cis-7,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-9/2/2,10000
ash-06gmr-cis-8,TenGigabitEthernet2/1/0,ash-96cbe-1a,xe-8/2/4,10000
ash-06gmr-cis-8,TenGigabitEthernet2/0/0,ash-96cbe-1a,xe-9/3/5,10000
ash-06gmr-cis-8,TenGigabitEthernet0/0/0,ash-96cbe-1b,xe-0/2/5,10000
ash-06gmr-cis-8,TenGigabitEthernet1/0/0,ash-96cbe-1b,xe-11/2/5,10000
ash-06gmr-cis-9,TenGigabitEthernet0/0/0,ash-96cbe-1a,xe-3/1/2:0,10000
ash-06gmr-cis-9,TenGigabitEthernet1/0/0,ash-96cbe-1a,xe-3/1/2:1,10000
ash-06gmr-cis-9,TenGigabitEthernet2/0/0,ash-96cbe-1b,xe-3/1/3:0,10000
ash-06gmr-cis-9,TenGigabitEthernet2/1/0,ash-96cbe-1b,xe-3/1/3:1,10000
ash-09xgmr-cis-1,HundredGigE0/0/0,ash-96cbe-1a,et-8/0/5,100000
ash-09xgmr-cis-1,HundredGigE1/0/0,ash-96cbe-1b,et-10/1/5,100000
ash-09xgmr-cis-1,console,ash-39x-oob-1,1/9,9600
ash-09xgmr-cis-2,HundredGigE1/0/0,ash-96cbe-1a,et-10/1/2,100000
ash-09xgmr-cis-2,HundredGigE0/0/0,ash-96cbe-1b,et-0/0/2,100000
ash-09xgmr-cis-2,console,ash-39x-oob-1,2/7,9600
ash-24rr-1,xe-1/0/0,ash-96cbe-1a,xe-0/1/0:3,10000
ash-24rr-1,xe-2/0/0,ash-96cbe-1b,xe-1/1/2:1,10000
ash-96cbe-1a,xe-0/1/0:1,ExtIsp-ash_96cbe_1a-AS10310,null-0,10000
ash-96cbe-1a,xe-0/0/0:1,ExtIsp-ash_96cbe_1a-AS11537,null-0,10000
ash-96cbe-1a,xe-10/1/0:2,ExtIsp-ash_96cbe_1a-AS11537,null-1,10000
ash-96cbe-1a,xe-0/1/2:2,ExtIsp-ash_96cbe_1a-AS11537,null-2,10000
ash-96cbe-1a,xe-0/1/2:3,ExtIsp-ash_96cbe_1a-AS11537,null-3,10000
ash-96cbe-1a,xe-5/2/2,ExtIsp-ash_96cbe_1a-AS11776,null-0,10000
ash-96cbe-1a,xe-7/1/0:2,ExtIsp-ash_96cbe_1a-AS12322,null-0,10000
ash-96cbe-1a,xe-2/1/0:1,ExtIsp-ash_96cbe_1a-AS1273,null-0,10000
ash-96cbe-1a,xe-8/1/1:2,ExtIsp-ash_96cbe_1a-AS1273,null-1,10000
ash-96cbe-1a,xe-7/1/0:0,ExtIsp-ash_96cbe_1a-AS1273,null-2,10000
ash-96cbe-1a,xe-5/2/3,ExtIsp-ash_96cbe_1a-AS12956,null-0,10000
ash-96cbe-1a,xe-5/2/4,ExtIsp-ash_96cbe_1a-AS12956,null-1,10000
ash-96cbe-1a,xe-5/2/5,ExtIsp-ash_96cbe_1a-AS12956,null-2,10000
ash-96cbe-1a,xe-0/1/2:0,ExtIsp-ash_96cbe_1a-AS13531,null-0,10000
ash-96cbe-1a,xe-4/1/1,ExtIsp-ash_96cbe_1a-AS13879,null-0,10000
ash-96cbe-1a,et-2/0/5,ExtIsp-ash_96cbe_1a-AS15169,null-0,100000
ash-96cbe-1a,xe-4/2/5,ExtIsp-ash_96cbe_1a-AS15359,null-0,10000
ash-96cbe-1a,xe-4/2/3,ExtIsp-ash_96cbe_1a-AS15359,null-1,10000
ash-96cbe-1a,xe-1/1/3:0,ExtIsp-ash_96cbe_1a-AS15359,null-2,10000
ash-96cbe-1a,xe-1/1/3:2,ExtIsp-ash_96cbe_1a-AS15359,null-3,10000
ash-96cbe-1a,xe-8/1/1:3,ExtIsp-ash_96cbe_1a-AS16509,null-5,10000
ash-96cbe-1a,xe-9/1/5:1,ExtIsp-ash_96cbe_1a-AS16509,null-6,10000
ash-96cbe-1a,et-8/0/2,ExtIsp-ash_96cbe_1a-AS16509,null-7,100000
ash-96cbe-1a,xe-1/1/4:3,ExtIsp-ash_96cbe_1a-AS19108,null-0,10000
ash-96cbe-1a,xe-0/1/1:0,ExtIsp-ash_96cbe_1a-AS20115,null-0,10000
ash-96cbe-1a,xe-1/1/1:2,ExtIsp-ash_96cbe_1a-AS20115,null-1,10000
ash-96cbe-1a,xe-4/3/5,ExtIsp-ash_96cbe_1a-AS20115,null-2,10000
ash-96cbe-1a,xe-3/1/4:3,ExtIsp-ash_96cbe_1a-AS20115,null-3,10000
ash-96cbe-1a,xe-8/1/2:2,ExtIsp-ash_96cbe_1a-AS20115,null-4,10000
ash-96cbe-1a,xe-8/1/0:1,ExtIsp-ash_96cbe_1a-AS20115,null-5,10000
ash-96cbe-1a,ge-11/1/8,ExtIsp-ash_96cbe_1a-AS209,null-0,1000
ash-96cbe-1a,xe-0/1/4:1,ExtIsp-ash_96cbe_1a-AS209,null-1,10000
ash-96cbe-1a,xe-1/1/0:0,ExtIsp-ash_96cbe_1a-AS209,null-2,10000
ash-96cbe-1a,xe-2/0/0:3,ExtIsp-ash_96cbe_1a-AS209,null-3,10000
ash-96cbe-1a,xe-3/1/0:1,ExtIsp-ash_96cbe_1a-AS209,null-4,10000
ash-96cbe-1a,xe-8/1/2:1,ExtIsp-ash_96cbe_1a-AS209,null-5,10000
ash-96cbe-1a,xe-8/1/0:0,ExtIsp-ash_96cbe_1a-AS209,null-6,10000
ash-96cbe-1a,xe-5/3/4,ExtIsp-ash_96cbe_1a-AS22773,null-0,10000
ash-96cbe-1a,xe-2/0/0:0,ExtIsp-ash_96cbe_1a-AS22773,null-1,10000
ash-96cbe-1a,xe-3/1/0:2,ExtIsp-ash_96cbe_1a-AS22773,null-2,10000
ash-96cbe-1a,xe-3/1/5:1,ExtIsp-ash_96cbe_1a-AS22773,null-3,10000
ash-96cbe-1a,xe-1/1/2:0,ExtIsp-ash_96cbe_1a-AS2828,null-0,10000
ash-96cbe-1a,xe-1/1/4:1,ExtIsp-ash_96cbe_1a-AS2828,null-1,10000
ash-96cbe-1a,xe-0/1/3:3,ExtIsp-ash_96cbe_1a-AS32425,null-0,10000
ash-96cbe-1a,xe-2/1/0:3,ExtIsp-ash_96cbe_1a-AS32934,null-0,10000
ash-96cbe-1a,xe-0/0/0:3,ExtIsp-ash_96cbe_1a-AS33011,null-0,10000
ash-96cbe-1a,xe-0/1/0:2,ExtIsp-ash_96cbe_1a-AS3320,null-0,10000
ash-96cbe-1a,et-2/0/2,ExtIsp-ash_96cbe_1a-AS3356,null-0,100000
ash-96cbe-1a,et-1/0/5,ExtIsp-ash_96cbe_1a-AS3356,null-1,100000
ash-96cbe-1a,xe-11/2/0,ExtIsp-ash_96cbe_1a-AS3491,null-0,10000
ash-96cbe-1a,xe-11/2/4,ExtIsp-ash_96cbe_1a-AS3491,null-1,10000
ash-96cbe-1a,ge-11/0/5,ExtIsp-ash_96cbe_1a-AS3549,null-0,1000
ash-96cbe-1a,xe-1/1/4:2,ExtIsp-ash_96cbe_1a-AS3630,null-0,10000
ash-96cbe-1a,xe-5/2/0,ExtIsp-ash_96cbe_1a-AS4210000006,null-0,10000
ash-96cbe-1a,xe-1/1/1:1,ExtIsp-ash_96cbe_1a-AS54113,null-0,10000
ash-96cbe-1a,xe-7/1/0:1,ExtIsp-ash_96cbe_1a-AS54113,null-1,10000
ash-96cbe-1a,xe-4/1/3,ExtIsp-ash_96cbe_1a-AS5650,null-0,10000
ash-96cbe-1a,xe-5/2/1,ExtIsp-ash_96cbe_1a-AS6079,null-0,10000
ash-96cbe-1a,xe-5/1/5,ExtIsp-ash_96cbe_1a-AS6079,null-1,10000
ash-96cbe-1a,xe-2/1/3:3,ExtIsp-ash_96cbe_1a-AS6453,null-0,10000
ash-96cbe-1a,ge-11/0/1,ExtIsp-ash_96cbe_1a-AS64532,null-0,1000
ash-96cbe-1a,et-7/0/5,ExtIsp-ash_96cbe_1a-AS6461,null-3,100000
ash-96cbe-1a,et-3/0/2,ExtIsp-ash_96cbe_1a-AS6461,null-4,100000
ash-96cbe-1a,xe-11/2/1,ExtIsp-ash_96cbe_1a-AS6762,null-0,10000
ash-96cbe-1a,xe-2/1/4:1,ExtIsp-ash_96cbe_1a-AS6762,null-1,10000
ash-96cbe-1a,xe-7/1/0:3,ExtIsp-ash_96cbe_1a-AS6762,null-2,10000
ash-96cbe-1a,xe-9/1/3:2,ExtIsp-ash_96cbe_1a-AS6762,null-3,10000
ash-96cbe-1a,xe-2/1/0:0,ExtIsp-ash_96cbe_1a-AS6762,null-4,10000
ash-96cbe-1a,xe-0/1/0:0,ExtIsp-ash_96cbe_1a-AS6774,null-0,10000
ash-96cbe-1a,xe-7/1/2:3,ExtIsp-ash_96cbe_1a-AS701,null-0,10000
ash-96cbe-1a,xe-1/1/0:2,ExtIsp-ash_96cbe_1a-AS7342,null-0,10000
ash-96cbe-1a,xe-0/1/1:3,ExtIsp-ash_96cbe_1a-AS7843,null-0,10000
ash-96cbe-1a,xe-0/1/2:1,ExtIsp-ash_96cbe_1a-AS7843,null-1,10000
ash-96cbe-1a,xe-0/1/3:0,ExtIsp-ash_96cbe_1a-AS7843,null-2,10000
ash-96cbe-1a,xe-0/1/4:0,ExtIsp-ash_96cbe_1a-AS7843,null-3,10000
ash-96cbe-1a,xe-1/1/0:1,ExtIsp-ash_96cbe_1a-AS7843,null-4,10000
ash-96cbe-1a,xe-8/1/0:3,ExtIsp-ash_96cbe_1a-AS7843,null-5,10000
ash-96cbe-1a,xe-9/1/0:1,ExtIsp-ash_96cbe_1a-AS7843,null-6,10000
ash-96cbe-1a,et-0/0/2,ExtIsp-ash_96cbe_1a-AS7922,null-0,100000
ash-96cbe-1a,et-1/0/2,ExtIsp-ash_96cbe_1a-equinix-EXCH,null-0,100000
ash-96cbe-1a,et-7/0/2,ExtIsp-ash_96cbe_1a-equinix-EXCH,null-1,100000
ash-96cbe-1a,et-10/0/5,icr01.bl7,et-8/1/0,100000
ash-96cbe-1a,et-9/0/5,icr01.bl7,et-8/1/9,100000
ash-96cbe-1a,et-10/1/5,icr01.bl7,et-9/1/1,100000
ash-96cbe-1a,et-0/0/5,icr01.bl7,et-9/1/9,100000
ash-96cbe-1a,xe-1/1/5:0,irr01.ash,xe-1/0/0,10000
ash-96cbe-1b,xe-1/1/0:2,ExtIsp-ash_96cbe_1b-AS10310,null-0,10000
ash-96cbe-1b,xe-0/1/1:0,ExtIsp-ash_96cbe_1b-AS11537,null-0,10000
ash-96cbe-1b,xe-8/1/4:2,ExtIsp-ash_96cbe_1b-AS11537,null-1,10000
ash-96cbe-1b,xe-2/1/1:0,ExtIsp-ash_96cbe_1b-AS11537,null-2,10000
ash-96cbe-1b,xe-0/1/1:3,ExtIsp-ash_96cbe_1b-AS11537,null-3,10000
ash-96cbe-1b,xe-0/0/0:1,ExtIsp-ash_96cbe_1b-AS11537,null-4,10000
ash-96cbe-1b,xe-9/0/0:1,ExtIsp-ash_96cbe_1b-AS11537,null-5,10000
ash-96cbe-1b,xe-11/1/4,ExtIsp-ash_96cbe_1b-AS11776,null-0,10000
ash-96cbe-1b,xe-1/0/0:2,ExtIsp-ash_96cbe_1b-AS12200,null-0,10000
ash-96cbe-1b,xe-0/1/2:0,ExtIsp-ash_96cbe_1b-AS12956,null-0,10000
ash-96cbe-1b,xe-7/0/0:0,ExtIsp-ash_96cbe_1b-AS12956,null-1,10000
ash-96cbe-1b,xe-7/1/0:1,ExtIsp-ash_96cbe_1b-AS12956,null-2,10000
ash-96cbe-1b,xe-1/1/0:0,ExtIsp-ash_96cbe_1b-AS13531,null-0,10000
ash-96cbe-1b,xe-0/1/0:1,ExtIsp-ash_96cbe_1b-AS13879,null-0,10000
ash-96cbe-1b,xe-5/0/6,ExtIsp-ash_96cbe_1b-AS14340,null-0,10000
ash-96cbe-1b,xe-0/1/2:1,ExtIsp-ash_96cbe_1b-AS15133,null-0,10000
ash-96cbe-1b,xe-1/0/0:0,ExtIsp-ash_96cbe_1b-AS15133,null-1,10000
ash-96cbe-1b,xe-2/0/0:0,ExtIsp-ash_96cbe_1b-AS15133,null-2,10000
ash-96cbe-1b,xe-3/0/0:0,ExtIsp-ash_96cbe_1b-AS15133,null-3,10000
ash-96cbe-1b,et-7/0/2,ExtIsp-ash_96cbe_1b-AS15169,null-0,100000
ash-96cbe-1b,xe-11/3/1,ExtIsp-ash_96cbe_1b-AS15359,null-0,10000
ash-96cbe-1b,xe-11/3/2,ExtIsp-ash_96cbe_1b-AS15359,null-1,10000
ash-96cbe-1b,xe-0/1/4:0,ExtIsp-ash_96cbe_1b-AS15359,null-2,10000
ash-96cbe-1b,xe-0/1/4:1,ExtIsp-ash_96cbe_1b-AS15359,null-3,10000
ash-96cbe-1b,et-3/0/2,ExtIsp-ash_96cbe_1b-AS16509,null-0,100000
