#Version: 1.2
#Fields: StartDevice,StartPort,EndDevice,EndPort,LinkSpeed
ibr02.phx10,HundredGigE0/7/0/1,ibr02.phx70,HundredGigE0/7/0/1,100000
ibr02.phx10,HundredGigE0/7/0/2,ibr02.phx70,HundredGigE0/7/0/2,100000
ibr02.phx10,HundredGigE0/7/0/3,ibr02.phx70,HundredGigE0/7/0/3,100000
ibr02.phx10,HundredGigE0/7/0/4,ibr02.phx70,HundredGigE0/7/0/4,100000
ibr02.phx10,HundredGigE0/7/0/5,ibr02.phx70,HundredGigE0/7/0/5,100000
ibr02.phx10,0/2/0/0,ibr02.sn1,0/2/0/0,150000
ibr02.phx10,0/2/0/1,ibr02.sn1,0/2/0/1,150000
ibr02.phx10,0/2/0/2,ibr02.sn1,0/2/0/2,150000
ibr02.phx10,0/2/0/3,ibr02.sn1,0/2/0/3,150000
ibr02.phx10,0/3/0/0,ibr02.sn1,0/3/0/0,150000
ibr02.phx10,0/3/0/1,ibr02.sn1,0/3/0/1,150000
ibr02.phx10,0/3/0/2,ibr02.sn1,0/3/0/2,150000
ibr02.phx10,0/3/0/3,ibr02.sn1,0/3/0/3,150000
ibr02.phx10,0/4/0/0,ibr02.sn1,0/4/0/0,150000
ibr02.phx10,0/4/0/1,ibr02.sn1,0/4/0/1,150000
ibr02.phx10,HundredGigE0/7/0/15,rwa01.phx10,et-0/0/0,100000
ibr02.phx10,HundredGigE0/7/0/21,rwa01.phx10,et-0/0/10,100000
ibr02.phx10,HundredGigE0/7/0/20,rwa01.phx10,et-0/0/12,100000
ibr02.phx10,HundredGigE0/7/0/22,rwa01.phx10,et-0/0/14,100000
ibr02.phx10,HundredGigE0/7/0/23,rwa01.phx10,et-0/0/16,100000
ibr02.phx10,HundredGigE0/7/0/25,rwa01.phx10,et-0/0/18,100000
ibr02.phx10,HundredGigE0/7/0/17,rwa01.phx10,et-0/0/2,100000
ibr02.phx10,HundredGigE0/7/0/16,rwa01.phx10,et-0/0/4,100000
ibr02.phx10,HundredGigE0/7/0/18,rwa01.phx10,et-0/0/6,100000
ibr02.phx10,HundredGigE0/7/0/19,rwa01.phx10,et-0/0/8,100000
ibr02.phx10,HundredGigE0/6/0/15,rwa02.phx10,et-0/0/0,100000
ibr02.phx10,HundredGigE0/6/0/21,rwa02.phx10,et-0/0/10,100000
ibr02.phx10,HundredGigE0/6/0/20,rwa02.phx10,et-0/0/12,100000
ibr02.phx10,HundredGigE0/6/0/22,rwa02.phx10,et-0/0/14,100000
ibr02.phx10,HundredGigE0/6/0/23,rwa02.phx10,et-0/0/16,100000
ibr02.phx10,HundredGigE0/6/0/25,rwa02.phx10,et-0/0/18,100000
ibr02.phx10,HundredGigE0/6/0/17,rwa02.phx10,et-0/0/2,100000
ibr02.phx10,HundredGigE0/6/0/16,rwa02.phx10,et-0/0/4,100000
ibr02.phx10,HundredGigE0/6/0/18,rwa02.phx10,et-0/0/6,100000
ibr02.phx10,HundredGigE0/6/0/19,rwa02.phx10,et-0/0/8,100000
ibr02.phx10,HundredGigE0/7/0/34,rwa03.phx10,et-0/0/0,100000
ibr02.phx10,HundredGigE0/7/0/28,rwa03.phx10,et-0/0/10,100000
ibr02.phx10,HundredGigE0/7/0/29,rwa03.phx10,et-0/0/12,100000
ibr02.phx10,HundredGigE0/7/0/27,rwa03.phx10,et-0/0/14,100000
ibr02.phx10,HundredGigE0/7/0/26,rwa03.phx10,et-0/0/16,100000
ibr02.phx10,HundredGigE0/7/0/24,rwa03.phx10,et-0/0/18,100000
ibr02.phx10,HundredGigE0/7/0/32,rwa03.phx10,et-0/0/2,100000
ibr02.phx10,HundredGigE0/7/0/33,rwa03.phx10,et-0/0/4,100000
ibr02.phx10,HundredGigE0/7/0/31,rwa03.phx10,et-0/0/6,100000
ibr02.phx10,HundredGigE0/7/0/30,rwa03.phx10,et-0/0/8,100000
ibr02.phx10,HundredGigE0/6/0/34,rwa04.phx10,et-0/0/0,100000
ibr02.phx10,HundredGigE0/6/0/28,rwa04.phx10,et-0/0/10,100000
ibr02.phx10,HundredGigE0/6/0/29,rwa04.phx10,et-0/0/12,100000
ibr02.phx10,HundredGigE0/6/0/27,rwa04.phx10,et-0/0/14,100000
ibr02.phx10,HundredGigE0/6/0/26,rwa04.phx10,et-0/0/16,100000
ibr02.phx10,HundredGigE0/6/0/24,rwa04.phx10,et-0/0/18,100000
ibr02.phx10,HundredGigE0/6/0/32,rwa04.phx10,et-0/0/2,100000
ibr02.phx10,HundredGigE0/6/0/33,rwa04.phx10,et-0/0/4,100000
ibr02.phx10,HundredGigE0/6/0/31,rwa04.phx10,et-0/0/6,100000
ibr02.phx10,HundredGigE0/6/0/30,rwa04.phx10,et-0/0/8,100000
ibr02.phx10,0/4/0/2,PHX10-118-01OLT,1/5/13-In_14-Out,0
ibr02.phx10,0/4/0/3,PHX10-118-01OLT,1/5/15-In_16-Out,0
ibr02.phx10,0/2/0/4,PHX10-118-01OLT,1/5/17-In_18-Out,0
ibr02.phx10,0/2/0/5,PHX10-118-01OLT,1/5/19-In_20-Out,0
ibr02.phx10,0/3/0/4,PHX10-118-01OLT,1/5/21-In_22-Out,0
ibr02.phx10,0/3/0/5,PHX10-118-01OLT,1/5/23-In_24-Out,0
ibr02.phx10,0/4/0/4,PHX10-118-01OLT,1/6/1-In_2-Out,0
ibr02.phx10,0/4/0/5,PHX10-118-01OLT,1/6/3-In_4-Out,0
ibr02.phx10,HundredGigE0/6/0/0,PHX10-AZA14-01OMT,1/P32,0
ibr02.phx10,HundredGigE0/6/0/1,PHX10-AZA14-01OMT,1/P33,0
ibr02.phx10,HundredGigE0/6/0/2,PHX10-AZA14-01OMT,1/P34,0
ibr02.phx10,HundredGigE0/6/0/3,PHX10-AZA14-01OMT,1/P35,0
ibr02.phx10,HundredGigE0/6/0/4,PHX10-AZA14-01OMT,1/P36,0
ibr02.phx10,HundredGigE0/6/0/5,PHX10-AZA14-01OMT,1/P37,0
ibr02.phx10,HundredGigE0/7/0/0,PHX10-AZA16-01OMT,1/P32,0
ibr02.phx10,HundredGigE0/7/0/1,PHX10-AZA16-01OMT,1/P33,0
ibr02.phx10,HundredGigE0/7/0/2,PHX10-AZA16-01OMT,1/P34,0
ibr02.phx10,HundredGigE0/7/0/3,PHX10-AZA16-01OMT,1/P35,0
ibr02.phx10,HundredGigE0/7/0/4,PHX10-AZA16-01OMT,1/P36,0
ibr02.phx10,HundredGigE0/7/0/5,PHX10-AZA16-01OMT,1/P37,0
ibr02.phx70,HundredGigE0/7/0/15,rwa01.phx70,et-0/0/0,100000
ibr02.phx70,HundredGigE0/7/0/21,rwa01.phx70,et-0/0/10,100000
ibr02.phx70,HundredGigE0/7/0/20,rwa01.phx70,et-0/0/12,100000
ibr02.phx70,HundredGigE0/7/0/22,rwa01.phx70,et-0/0/14,100000
ibr02.phx70,HundredGigE0/7/0/23,rwa01.phx70,et-0/0/16,100000
ibr02.phx70,HundredGigE0/7/0/25,rwa01.phx70,et-0/0/18,100000
ibr02.phx70,HundredGigE0/7/0/17,rwa01.phx70,et-0/0/2,100000
ibr02.phx70,HundredGigE0/7/0/16,rwa01.phx70,et-0/0/4,100000
ibr02.phx70,HundredGigE0/7/0/18,rwa01.phx70,et-0/0/6,100000
ibr02.phx70,HundredGigE0/7/0/19,rwa01.phx70,et-0/0/8,100000
ibr02.phx70,HundredGigE0/6/0/15,rwa02.phx70,et-0/0/0,100000
ibr02.phx70,HundredGigE0/6/0/21,rwa02.phx70,et-0/0/10,100000
ibr02.phx70,HundredGigE0/6/0/20,rwa02.phx70,et-0/0/12,100000
ibr02.phx70,HundredGigE0/6/0/22,rwa02.phx70,et-0/0/14,100000
ibr02.phx70,HundredGigE0/6/0/23,rwa02.phx70,et-0/0/16,100000
ibr02.phx70,HundredGigE0/6/0/25,rwa02.phx70,et-0/0/18,100000
ibr02.phx70,HundredGigE0/6/0/17,rwa02.phx70,et-0/0/2,100000
ibr02.phx70,HundredGigE0/6/0/16,rwa02.phx70,et-0/0/4,100000
ibr02.phx70,HundredGigE0/6/0/18,rwa02.phx70,et-0/0/6,100000
ibr02.phx70,HundredGigE0/6/0/19,rwa02.phx70,et-0/0/8,100000
ibr02.phx70,HundredGigE0/7/0/34,rwa03.phx70,et-0/0/0,100000
ibr02.phx70,HundredGigE0/7/0/28,rwa03.phx70,et-0/0/10,100000
ibr02.phx70,HundredGigE0/7/0/29,rwa03.phx70,et-0/0/12,100000
ibr02.phx70,HundredGigE0/7/0/27,rwa03.phx70,et-0/0/14,100000
ibr02.phx70,HundredGigE0/7/0/26,rwa03.phx70,et-0/0/16,100000
ibr02.phx70,HundredGigE0/7/0/24,rwa03.phx70,et-0/0/18,100000
ibr02.phx70,HundredGigE0/7/0/32,rwa03.phx70,et-0/0/2,100000
ibr02.phx70,HundredGigE0/7/0/33,rwa03.phx70,et-0/0/4,100000
ibr02.phx70,HundredGigE0/7/0/31,rwa03.phx70,et-0/0/6,100000
ibr02.phx70,HundredGigE0/7/0/30,rwa03.phx70,et-0/0/8,100000
ibr02.phx70,HundredGigE0/6/0/34,rwa04.phx70,et-0/0/0,100000
ibr02.phx70,HundredGigE0/6/0/28,rwa04.phx70,et-0/0/10,100000
ibr02.phx70,HundredGigE0/6/0/29,rwa04.phx70,et-0/0/12,100000
ibr02.phx70,HundredGigE0/6/0/27,rwa04.phx70,et-0/0/14,100000
ibr02.phx70,HundredGigE0/6/0/26,rwa04.phx70,et-0/0/16,100000
ibr02.phx70,HundredGigE0/6/0/24,rwa04.phx70,et-0/0/18,100000
ibr02.phx70,HundredGigE0/6/0/32,rwa04.phx70,et-0/0/2,100000
ibr02.phx70,HundredGigE0/6/0/33,rwa04.phx70,et-0/0/4,100000
ibr02.phx70,HundredGigE0/6/0/31,rwa04.phx70,et-0/0/6,100000
ibr02.phx70,HundredGigE0/6/0/30,rwa04.phx70,et-0/0/8,100000
ibr02.pnq01,HundredGigE0/0/0/4,ibr02.bom02,HundredGigE0/0/0/4,100000
ibr02.pnq01,HundredGigE0/1/0/4,ibr02.bom02,HundredGigE0/0/0/5,100000
ibr02.pnq01,HundredGigE0/0/0/5,ibr02.bom30,HundredGigE0/0/0/4,100000
ibr02.pnq01,HundredGigE0/1/0/5,ibr02.bom30,HundredGigE0/0/0/5,100000
ibr02.pnq01,HundredGigE0/0/0/6,ibr02.pnq21,HundredGigE0/0/0/2,100000
ibr02.pnq01,HundredGigE0/0/0/7,ibr02.pnq21,HundredGigE0/0/0/3,100000
ibr02.pnq01,HundredGigE0/1/0/6,ibr02.pnq21,HundredGigE0/1/0/2,100000
ibr02.pnq01,HundredGigE0/1/0/7,ibr02.pnq21,HundredGigE0/1/0/3,100000
ibr02.pnq01,HundredGigE0/0/0/1,pnq01-96cbe-1a,et-1/0/2,100000
ibr02.pnq01,HundredGigE0/0/0/0,pnq01-96cbe-1a,et-7/1/2,100000
ibr02.pnq01,HundredGigE0/1/0/1,pnq01-96cbe-1b,et-1/0/2,100000
ibr02.pnq01,HundredGigE0/1/0/0,pnq01-96cbe-1b,et-7/1/2,100000
ibr02.pnq20,HundredGigE0/6/0/0,ibr02.pnq21,HundredGigE0/6/0/0,100000
ibr02.pnq20,HundredGigE0/6/0/1,ibr02.pnq21,HundredGigE0/6/0/1,100000
ibr02.pnq20,HundredGigE0/6/0/2,ibr02.pnq21,HundredGigE0/6/0/2,100000
ibr02.pnq20,HundredGigE0/6/0/3,ibr02.pnq21,HundredGigE0/6/0/3,100000
ibr02.pnq20,HundredGigE0/6/0/4,ibr02.pnq21,HundredGigE0/6/0/4,100000
ibr02.pnq20,HundredGigE0/6/0/5,ibr02.pnq21,HundredGigE0/6/0/5,100000
ibr02.pnq20,HundredGigE0/7/0/0,ibr02.pnq21,HundredGigE0/7/0/0,100000
ibr02.pnq20,HundredGigE0/7/0/1,ibr02.pnq21,HundredGigE0/7/0/1,100000
ibr02.pnq20,HundredGigE0/7/0/2,ibr02.pnq21,HundredGigE0/7/0/2,100000
ibr02.pnq20,HundredGigE0/7/0/3,ibr02.pnq21,HundredGigE0/7/0/3,100000
ibr02.pnq20,HundredGigE0/7/0/4,ibr02.pnq21,HundredGigE0/7/0/4,100000
ibr02.pnq20,HundredGigE0/7/0/5,ibr02.pnq21,HundredGigE0/7/0/5,100000
ibr02.pnq20,HundredGigE0/7/0/15,rwa01.pnq20,et-0/0/0,100000
ibr02.pnq20,HundredGigE0/7/0/21,rwa01.pnq20,et-0/0/10,100000
ibr02.pnq20,HundredGigE0/7/0/17,rwa01.pnq20,et-0/0/2,100000
ibr02.pnq20,HundredGigE0/7/0/16,rwa01.pnq20,et-0/0/4,100000
ibr02.pnq20,HundredGigE0/7/0/18,rwa01.pnq20,et-0/0/6,100000
ibr02.pnq20,HundredGigE0/7/0/19,rwa01.pnq20,et-0/0/8,100000
ibr02.pnq20,HundredGigE0/6/0/15,rwa02.pnq20,et-0/0/0,100000
ibr02.pnq20,HundredGigE0/6/0/21,rwa02.pnq20,et-0/0/10,100000
ibr02.pnq20,HundredGigE0/6/0/17,rwa02.pnq20,et-0/0/2,100000
ibr02.pnq20,HundredGigE0/6/0/16,rwa02.pnq20,et-0/0/4,100000
ibr02.pnq20,HundredGigE0/6/0/18,rwa02.pnq20,et-0/0/6,100000
ibr02.pnq20,HundredGigE0/6/0/19,rwa02.pnq20,et-0/0/8,100000
ibr02.pnq20,HundredGigE0/7/0/23,rwa03.pnq20,et-0/0/0,100000
ibr02.pnq20,HundredGigE0/7/0/29,rwa03.pnq20,et-0/0/10,100000
ibr02.pnq20,HundredGigE0/7/0/25,rwa03.pnq20,et-0/0/2,100000
ibr02.pnq20,HundredGigE0/7/0/24,rwa03.pnq20,et-0/0/4,100000
ibr02.pnq20,HundredGigE0/7/0/26,rwa03.pnq20,et-0/0/6,100000
ibr02.pnq20,HundredGigE0/7/0/27,rwa03.pnq20,et-0/0/8,100000
ibr02.pnq20,HundredGigE0/6/0/23,rwa04.pnq20,et-0/0/0,100000
ibr02.pnq20,HundredGigE0/6/0/29,rwa04.pnq20,et-0/0/10,100000
ibr02.pnq20,HundredGigE0/6/0/25,rwa04.pnq20,et-0/0/2,100000
ibr02.pnq20,HundredGigE0/6/0/24,rwa04.pnq20,et-0/0/4,100000
ibr02.pnq20,HundredGigE0/6/0/26,rwa04.pnq20,et-0/0/6,100000
ibr02.pnq20,HundredGigE0/6/0/27,rwa04.pnq20,et-0/0/8,100000
ibr02.pnq21,HundredGigE0/7/0/15,rwa01.pnq21,et-0/0/0,100000
ibr02.pnq21,HundredGigE0/7/0/21,rwa01.pnq21,et-0/0/10,100000
ibr02.pnq21,HundredGigE0/7/0/17,rwa01.pnq21,et-0/0/2,100000
ibr02.pnq21,HundredGigE0/7/0/16,rwa01.pnq21,et-0/0/4,100000
ibr02.pnq21,HundredGigE0/7/0/18,rwa01.pnq21,et-0/0/6,100000
ibr02.pnq21,HundredGigE0/7/0/19,rwa01.pnq21,et-0/0/8,100000
ibr02.pnq21,HundredGigE0/6/0/15,rwa02.pnq21,et-0/0/0,100000
ibr02.pnq21,HundredGigE0/6/0/21,rwa02.pnq21,et-0/0/10,100000
ibr02.pnq21,HundredGigE0/6/0/17,rwa02.pnq21,et-0/0/2,100000
ibr02.pnq21,HundredGigE0/6/0/16,rwa02.pnq21,et-0/0/4,100000
ibr02.pnq21,HundredGigE0/6/0/18,rwa02.pnq21,et-0/0/6,100000
ibr02.pnq21,HundredGigE0/6/0/19,rwa02.pnq21,et-0/0/8,100000
ibr02.pnq21,HundredGigE0/7/0/23,rwa03.pnq21,et-0/0/0,100000
ibr02.pnq21,HundredGigE0/7/0/29,rwa03.pnq21,et-0/0/10,100000
ibr02.pnq21,HundredGigE0/7/0/25,rwa03.pnq21,et-0/0/2,100000
ibr02.pnq21,HundredGigE0/7/0/24,rwa03.pnq21,et-0/0/4,100000
ibr02.pnq21,HundredGigE0/7/0/26,rwa03.pnq21,et-0/0/6,100000
ibr02.pnq21,HundredGigE0/7/0/27,rwa03.pnq21,et-0/0/8,100000
ibr02.pnq21,HundredGigE0/6/0/23,rwa04.pnq21,et-0/0/0,100000
ibr02.pnq21,HundredGigE0/6/0/29,rwa04.pnq21,et-0/0/10,100000
ibr02.pnq21,HundredGigE0/6/0/25,rwa04.pnq21,et-0/0/2,100000
ibr02.pnq21,HundredGigE0/6/0/24,rwa04.pnq21,et-0/0/4,100000
ibr02.pnq21,HundredGigE0/6/0/26,rwa04.pnq21,et-0/0/6,100000
ibr02.pnq21,HundredGigE0/6/0/27,rwa04.pnq21,et-0/0/8,100000
ibr02.pnq21,HundredGigE0/6/0/0,PNQ21-PNQ02-01XOMT,1/1/3,0
ibr02.pnq21,HundredGigE0/6/0/1,PNQ21-PNQ02-01XOMT,1/1/4,0
ibr02.pnq21,HundredGigE0/6/0/2,PNQ21-PNQ02-01XOMT,1/1/5,0
ibr02.pnq21,HundredGigE0/6/0/3,PNQ21-PNQ02-01XOMT,1/1/6,0
ibr02.pnq21,HundredGigE0/6/0/4,PNQ21-PNQ02-01XOMT,1/2/3,0
ibr02.pnq21,HundredGigE0/6/0/5,PNQ21-PNQ02-01XOMT,1/2/4,0
ibr02.pnq21,HundredGigE0/7/0/0,PNQ21-PNQ02-01XOMT,1/2/5,0
ibr02.pnq21,HundredGigE0/7/0/1,PNQ21-PNQ02-01XOMT,1/2/6,0
ibr02.pnq21,HundredGigE0/7/0/2,PNQ21-PNQ02-01XOMT,1/3/3,0
ibr02.pnq21,HundredGigE0/7/0/3,PNQ21-PNQ02-01XOMT,1/3/4,0
ibr02.pnq21,HundredGigE0/7/0/4,PNQ21-PNQ02-01XOMT,1/3/5,0
ibr02.pnq21,HundredGigE0/7/0/5,PNQ21-PNQ02-01XOMT,1/3/6,0
ibr02.pus01,HundredGigE0/3/0/15,icr01.pus01,et-1/0/2,100000
ibr02.pus01,HundredGigE0/2/0/15,icr02.pus01,et-1/0/2,100000
ibr02.pus03,HundredGigE0/0/0/9,ibr02.pus01,HundredGigE0/1/0/1,100000
ibr02.pus03,HundredGigE0/0/0/11,ibr02.pus01,HundredGigE0/1/0/3,100000
ibr02.pus03,HundredGigE0/0/0/7,ibr02.pus20,HundredGigE0/0/0/3,100000
ibr02.pus03,HundredGigE0/0/0/5,ibr02.pus20,HundredGigE0/1/0/2,100000
ibr02.pus03,HundredGigE0/0/0/6,ibr02.sel20,HundredGigE0/1/0/0,100000
ibr02.pus03,HundredGigE0/0/0/10,ibr02.sg3,HundredGigE0/0/0/10,100000
ibr02.pus03,HundredGigE0/0/0/4,ibr02.sg3,HundredGigE0/0/0/11,100000
ibr02.pus03,HundredGigE0/0/0/8,ibr02.sg3,HundredGigE0/0/0/8,100000
ibr02.pus04,HundredGigE0/0/0/0,ibr02.pus20,HundredGigE0/0/0/2,100000
ibr02.pus04,HundredGigE0/0/0/1,ibr02.pus20,HundredGigE0/0/0/4,100000
ibr02.pus04,HundredGigE0/1/0/0,ibr02.pus20,HundredGigE0/0/0/5,100000
ibr02.pus04,HundredGigE0/0/0/4,ibr02.pus20,HundredGigE0/0/0/6,100000
ibr02.pus04,HundredGigE0/0/0/2,ibr02.pus20,HundredGigE0/0/0/7,100000
ibr02.pus04,HundredGigE0/0/0/5,ibr02.pus20,HundredGigE0/0/0/8,100000
ibr02.pus04,HundredGigE0/1/0/4,ibr02.pus20,HundredGigE0/0/0/9,100000
ibr02.pus04,HundredGigE0/1/0/1,ibr02.pus20,HundredGigE0/1/0/4,100000
ibr02.pus04,HundredGigE0/1/0/3,ibr02.pus20,HundredGigE0/1/0/5,100000
ibr02.pus04,HundredGigE0/0/0/3,ibr02.pus20,HundredGigE0/1/0/6,100000
ibr02.pus04,HundredGigE0/1/0/2,ibr02.pus20,HundredGigE0/1/0/7,100000
ibr02.pus04,HundredGigE0/1/0/5,ibr02.pus20,HundredGigE0/1/0/8,100000
ibr02.pus04,HundredGigE0/1/0/7,icr01.pus04,et-0/0/2,100000
ibr02.pus04,HundredGigE0/1/0/6,icr01.pus04,et-0/0/3,100000
ibr02.pus04,HundredGigE0/0/0/7,icr01.pus04,et-0/0/8,100000
ibr02.pus04,HundredGigE0/0/0/6,icr01.pus04,et-0/0/9,100000
ibr02.pus04,HundredGigE0/0/0/8,icr01.pus04,et-1/0/2,100000
ibr02.pus04,HundredGigE0/0/0/9,icr01.pus04,et-1/0/3,100000
ibr02.pus04,HundredGigE0/1/0/8,icr01.pus04,et-1/0/8,100000
ibr02.pus04,HundredGigE0/1/0/9,icr01.pus04,et-1/0/9,100000
ibr02.pus04,HundredGigE0/1/0/11,icr02.pus04,et-0/0/2,100000
ibr02.pus04,HundredGigE0/1/0/10,icr02.pus04,et-0/0/3,100000
ibr02.pus04,HundredGigE0/0/0/11,icr02.pus04,et-0/0/8,100000
ibr02.pus04,HundredGigE0/0/0/10,icr02.pus04,et-0/0/9,100000
ibr02.pus04,HundredGigE0/0/0/12,icr02.pus04,et-1/0/2,100000
ibr02.pus04,HundredGigE0/0/0/13,icr02.pus04,et-1/0/3,100000
ibr02.pus04,HundredGigE0/1/0/12,icr02.pus04,et-1/0/8,100000
ibr02.pus04,HundredGigE0/1/0/13,icr02.pus04,et-1/0/9,100000
ibr02.pus04,HundredGigE0/0/0/0,PUS04-RKP23-01OMT,1/P28,0
ibr02.pus04,HundredGigE0/0/0/1,PUS04-RKP23-01OMT,1/P29,0
ibr02.pus04,HundredGigE0/0/0/2,PUS04-RKP23-01OMT,1/P30,0
ibr02.pus04,HundredGigE0/0/0/3,PUS04-RKP23-01OMT,1/P31,0
ibr02.pus04,HundredGigE0/0/0/4,PUS04-RKP23-01OMT,1/P32,0
ibr02.pus04,HundredGigE0/0/0/5,PUS04-RKP23-01OMT,1/P33,0
ibr02.pus04,HundredGigE0/1/0/0,PUS04-RKP24-01OMT,1/P28,0
ibr02.pus04,HundredGigE0/1/0/1,PUS04-RKP24-01OMT,1/P29,0
ibr02.pus04,HundredGigE0/1/0/2,PUS04-RKP24-01OMT,1/P30,0
ibr02.pus04,HundredGigE0/1/0/3,PUS04-RKP24-01OMT,1/P31,0
ibr02.pus04,HundredGigE0/1/0/4,PUS04-RKP24-01OMT,1/P32,0
ibr02.pus04,HundredGigE0/1/0/5,PUS04-RKP24-01OMT,1/P33,0
ibr02.pus20,HundredGigE0/1/0/9,ibr02.sel21,HundredGigE0/0/0/0,100000
ibr02.pus20,HundredGigE0/0/0/0,ibr02.sel21,HundredGigE0/0/0/2,100000
ibr02.pus20,HundredGigE0/0/0/1,ibr02.sel21,HundredGigE0/0/0/4,100000
ibr02.pus20,HundredGigE0/1/0/11,ibr02.sel21,HundredGigE0/0/0/5,100000
ibr02.pus20,HundredGigE0/1/0/3,ibr02.tyo79,HundredGigE0/0/0/22,100000
ibr02.pus20,HundredGigE0/1/0/1,ibr02.tyo79,HundredGigE0/0/0/23,100000
ibr02.pus20,HundredGigE0/7/0/15,icr01.pus20,et-0/0/2,100000
ibr02.pus20,HundredGigE0/7/0/16,icr01.pus20,et-0/0/3,100000
ibr02.pus20,HundredGigE0/7/0/17,icr01.pus20,et-1/0/2,100000
ibr02.pus20,HundredGigE0/7/0/18,icr01.pus20,et-1/0/3,100000
ibr02.pus20,HundredGigE0/6/0/15,icr02.pus20,et-0/0/2,100000
ibr02.pus20,HundredGigE0/6/0/16,icr02.pus20,et-0/0/3,100000
ibr02.pus20,HundredGigE0/6/0/17,icr02.pus20,et-1/0/2,100000
ibr02.pus20,HundredGigE0/6/0/18,icr02.pus20,et-1/0/3,100000
ibr02.rio02,HundredGigE0/1/0/2,ibr02.orf70,HundredGigE0/0/0/18,100000
ibr02.rio02,HundredGigE0/0/0/3,ibr02.orf70,HundredGigE0/0/0/19,100000
ibr02.rio02,HundredGigE0/1/0/1,ibr02.rio20,HundredGigE0/1/0/0,100000
ibr02.rio02,HundredGigE0/1/0/3,ibr02.rio20,HundredGigE0/1/0/1,100000
ibr02.rio02,HundredGigE0/0/0/1,ibr02.rio30,HundredGigE0/0/0/2,100000
ibr02.rio02,HundredGigE0/1/0/0,ibr02.rio30,HundredGigE0/0/0/4,100000
ibr02.rio02,HundredGigE0/0/0/2,ibr02.sao30,HundredGigE0/0/0/0,100000
ibr02.rio02,HundredGigE0/0/0/4,ibr02.sao30,HundredGigE0/1/0/0,100000
ibr02.rio02,HundredGigE0/1/0/1,RIO02-GIG020-01OMT,1/P26,0
ibr02.rio02,HundredGigE0/1/0/3,RIO02-GIG020-01OMT,1/P27,0
ibr02.rio02,HundredGigE0/0/0/1,RIO02-GIG021-01OMT,1/P26,0
ibr02.rio02,HundredGigE0/1/0/0,RIO02-GIG021-01OMT,1/P27,0
ibr02.rio20,HundredGigE0/2/0/0,ibr02.rio30,HundredGigE0/2/0/0,100000
ibr02.rio20,HundredGigE0/2/0/1,ibr02.rio30,HundredGigE0/2/0/1,100000
ibr02.rio20,HundredGigE0/2/0/2,ibr02.rio30,HundredGigE0/2/0/2,100000
ibr02.rio20,HundredGigE0/2/0/3,ibr02.rio30,HundredGigE0/2/0/3,100000
ibr02.rio20,HundredGigE0/3/0/15,icr01.rio20,et-1/0/2,100000
ibr02.rio20,HundredGigE0/2/0/15,icr02.rio20,et-1/0/2,100000
ibr02.rio20,TenGigE0/2/0/35/0,irr01.rio20,xe-2/0/0,10000
ibr02.rio20,HundredGigE0/2/0/3,RIO20-GIG002-01OMT,1/P20,0
ibr02.rio20,HundredGigE0/2/0/2,RIO20-GIG002-01OMT,1/P21,0
ibr02.rio20,HundredGigE0/2/0/0,RIO20-GIG002-01OMT,1/P22,0
ibr02.rio20,HundredGigE0/2/0/1,RIO20-GIG002-01OMT,1/P23,0
ibr02.rio30,HundredGigE0/0/0/1,ibr02.gru30,HundredGigE0/0/0/3,100000
ibr02.rio30,HundredGigE0/1/0/0,ibr02.gru30,HundredGigE0/1/0/0,100000
ibr02.rio30,HundredGigE0/1/0/1,ibr02.gru30,HundredGigE0/1/0/2,100000
ibr02.rio30,HundredGigE0/3/0/34,icr01.rio30,et-1/0/5,100000
ibr02.rio30,HundredGigE0/2/0/34,icr02.rio30,et-1/0/5,100000
ibr02.rio30,HundredGigE0/0/0/0,rio03-96lsr-1,et-7/0/5,100000
ibr02.sao30,HundredGigE0/6/0/0,ibr01.sao30,HundredGigE0/6/0/0,100000
ibr02.sao30,HundredGigE0/6/0/1,ibr01.sao30,HundredGigE0/6/0/1,100000
ibr02.sao30,HundredGigE0/6/0/2,ibr01.sao30,HundredGigE0/6/0/2,100000
ibr02.sao30,HundredGigE0/6/0/3,ibr01.sao30,HundredGigE0/6/0/3,100000
ibr02.sao30,HundredGigE0/6/0/4,ibr01.sao30,HundredGigE0/6/0/4,100000
ibr02.sao30,HundredGigE0/6/0/5,ibr01.sao30,HundredGigE0/6/0/5,100000
ibr02.sao30,HundredGigE0/7/0/0,ibr01.sao30,HundredGigE0/7/0/0,100000
ibr02.sao30,HundredGigE0/7/0/1,ibr01.sao30,HundredGigE0/7/0/1,100000
ibr02.sao30,HundredGigE0/7/0/2,ibr01.sao30,HundredGigE0/7/0/2,100000
ibr02.sao30,HundredGigE0/7/0/3,ibr01.sao30,HundredGigE0/7/0/3,100000
ibr02.sao30,HundredGigE0/7/0/4,ibr01.sao30,HundredGigE0/7/0/4,100000
ibr02.sao30,HundredGigE0/7/0/5,ibr01.sao30,HundredGigE0/7/0/5,100000
ibr02.sao30,0/3/0/0,ibr02.cpq02,0/2/0/0,200000
ibr02.sao30,0/3/0/1,ibr02.cpq02,0/2/0/1,200000
ibr02.sao30,0/2/0/0,ibr02.cpq20,0/2/0/0,200000
ibr02.sao30,0/2/0/1,ibr02.cpq20,0/2/0/1,200000
